member_id,ticker,exchange,person_name,name_normalized,role,board_type,age,year_of_birth,education,shares,tenure_since,data_sources,confidence_score,is_current,scraped_at
a050411d,CTG,HOSE,Lê Như Hoa,le nhu hoa,Phó Tổng GĐ,Ban GĐ,57.0,1969,ThS Tài chính Ngân hàng,"61,548",1990,"cafef,vietstock",1.0,True,2026-03-05T00:43:42.022844
fb25f947,CTG,HOSE,Nguyễn Hải Hưng,nguyen hai hung,Kế toán trưởng,Ban GĐ,54.0,1972,CN Kinh tế,"40,232",1991,"cafef,vietstock",1.0,True,2026-03-05T00:43:42.022844
463b48fc,CTG,HOSE,Nguyễn Hải Đăng,nguyen hai dang,Thành viên BKS,BKS,52.0,1974,ThS Tài chính Ngân hàng,,1999,"cafef,vietstock",1.0,True,2026-03-05T00:43:42.022844
b31fdc83,CTG,HOSE,Mai Hương Thảo,mai huong thao,Thành viên BKS,BKS,46.0,1980,ThS Tài chính Ngân hàng,,2003,"cafef,vietstock",1.0,True,2026-03-05T00:43:42.022844
a401abf5,CTG,HOSE,Phạm Thị Thu Huyền,pham thi thu huyen,Thành viên BKS,BKS,48.0,1978,Cử nhân,,2005,"cafef,vietstock",1.0,True,2026-03-05T00:43:42.022844
7068be84,TCB,HOSE,Hồ Hùng Anh,ho hung anh,Chủ tịch HĐQT,HĐQT,56.0,1970,KS Điện tử,"78,619,158",2004,"cafef,vietstock",1.0,True,2026-03-05T00:43:44.930725
e1f46b85,TCB,HOSE,Nguyễn Thu Lan,nguyen thu lan,Phó Chủ Tịch HĐQT,HĐQT,58.0,1968,,"2,276,254",2001,"cafef,vietstock",1.0,True,2026-03-05T00:43:44.930725
10dbb0fa,TCB,HOSE,Nguyễn Cảnh Sơn,nguyen canh son,Phó Chủ tịch HĐQT,HĐQT,59.0,1967,KS Xây dựng,"35,909,958",2008,"cafef,vietstock",1.0,True,2026-03-05T00:43:44.930725
e999b49c,TCB,HOSE,Nguyễn Thiều Quang,nguyen thieu quang,Phó Chủ tịch HĐQT,HĐQT,67.0,1959,KS Mỏ địa chất/Kiến trúc sư,"1,109,143,860",1999,"cafef,vietstock",1.0,True,2026-03-05T00:43:44.930725
e7d5ca8f,TCB,HOSE,Nguyễn Đăng Quang,nguyen dang quang,Phó Chủ tịch HĐQT,HĐQT,63.0,1963,ThS QTKD/Tiến sỹ,"1,067,437,350",1995,"cafef,vietstock",1.0,True,2026-03-05T00:43:44.930725
2bfe1c51,TCB,HOSE,Hồ Anh Ngọc,ho anh ngoc,Phó Chủ tịch HĐQT,HĐQT,44.0,1982,CN Thương mại/Thạc sỹ Kinh tế,,2019,"cafef,vietstock",1.0,True,2026-03-05T00:43:44.930725
29994826,TCB,HOSE,Saurabh Narayan Agarwal,saurabh narayan agarwal,Thành viên HĐQT,HĐQT,45.0,1981,ThS QTKD,,2019,"cafef,vietstock",1.0,True,2026-03-05T00:43:44.930725
1c4e20a0,TCB,HOSE,Phạm Nghiêm Xuân Bắc,pham nghiem xuan bac,Thành viên HĐQT độc lập,HĐQT,65.0,1961,CN Luật/ThS QTKD,,Độc lập,"cafef,vietstock",1.0,True,2026-03-05T00:43:44.930725
40585c5c,TCB,HOSE,Jens Lottner,jens lottner,Tổng Giám đốc,Ban GĐ,61.0,1965,T.S Kinh tế,"878,000",2020,"cafef,vietstock",1.0,True,2026-03-05T00:43:44.930725
4ebed09e,TCB,HOSE,Alexandre Charles Emmanuel Macaire,alexandre charles emmanuel macaire,Giám đốc Tài chính,Ban GĐ,53.0,1973,Đại học,"1,517,773",2022,"cafef,vietstock",1.0,True,2026-03-05T00:43:44.930725
8f97069b,TCB,HOSE,Hoàng Huy Trung,hoang huy trung,Trưởng BKS,BKS,53.0,1973,CN Tài chính - Ngân hàng/Ths Ngân Hàng,"115,008",2012,"cafef,vietstock",1.0,True,2026-03-05T00:43:44.930725
9b846d43,TCB,HOSE,Bùi Thị Hồng Mai,bui thi hong mai,Thành viên BKS,BKS,54.0,1972,CN Kế toán,96,2010,"cafef,vietstock",1.0,True,2026-03-05T00:43:44.930725
aaa694ac,TCB,HOSE,Đỗ Thị Hoàng Liên,do thi hoang lien,Thành viên BKS,BKS,54.0,1972,Cử nhân,,2024,"cafef,vietstock",1.0,True,2026-03-05T00:43:44.930725
18f1beb4,MBB,HOSE,Lưu Trung Thái,luu trung thai,Chủ tịch HĐQT,HĐQT,51.0,1975,ThS QTKD,"10,658,345",1997,"cafef,vietstock",1.0,True,2026-03-05T00:43:47.326077
d3b2f2d8,MBB,HOSE,Nguyễn Thị Hải Lý,nguyen thi hai ly,Phó Chủ Tịch HĐQT,HĐQT,52.0,1974,CN Luật/ĐH Kinh tế Quốc Dân,"221,346",2024,"cafef,vietstock",1.0,True,2026-03-05T00:43:47.326077
a771f4ac,MBB,HOSE,Vũ Thành Trung,vu thanh trung,Phó Chủ Tịch HĐQT,HĐQT,45.0,1981,KS Kinh tế/ThS Tài chính,"1,636,711",2015,"cafef,vietstock",1.0,True,2026-03-05T00:43:47.326077
30c9c5ad,MBB,HOSE,Vũ Thị Hải Phượng,vu thi hai phuong,Phó Chủ tịch HĐQT,HĐQT,56.0,1970,Thạc sỹ Kinh tế,"5,712,076",1994,"cafef,vietstock",1.0,True,2026-03-05T00:43:47.326077
56907d29,MBB,HOSE,Phạm Như Ánh,pham nhu anh,Thành Viên HĐQT,HĐQT,46.0,1980,ThS QTKD,"5,821,131",2005,"cafef,vietstock",1.0,True,2026-03-05T00:43:47.326077
a63e3fba,MBB,HOSE,Phạm Doãn Cương,pham doan cuong,Thành Viên HĐQT,HĐQT,45.0,1981,ThS QTKD,,2024,"cafef,vietstock",1.0,True,2026-03-05T00:43:47.326077
da4c1132,MBB,HOSE,Hoàng Thị Thu Hiền,hoang thi thu hien,Thành Viên HĐQT,HĐQT,50.0,1976,CN Kinh tế,,2024,"cafef,vietstock",1.0,True,2026-03-05T00:43:47.326077
a7545a38,MBB,HOSE,Vũ Xuân Nam,vu xuan nam,Thành Viên HĐQT,HĐQT,39.0,1987,Kỹ sư/Thạc sỹ Quản trị,,2024,"cafef,vietstock",1.0,True,2026-03-05T00:43:47.326077
b8fee223,MBB,HOSE,Lê Viết Hải,le viet hai,Thành viên HĐQT,HĐQT,51.0,1975,CN Luật/ThS QTKD/CN TC Tín dụng,"2,262,802",1996,"cafef,vietstock",1.0,True,2026-03-05T00:43:47.326077
9aca8e6e,MBB,HOSE,Vũ Thái Huyền,vu thai huyen,Thành viên HĐQT,HĐQT,50.0,1976,CN Kế toán,"807,894",2019,"cafef,vietstock",1.0,True,2026-03-05T00:43:47.326077
6aa52e64,MBB,HOSE,Hoàng Văn Sâm,hoang van sam,Thành viên HĐQT độc lập,HĐQT,66.0,1960,T.S Kinh tế/CN Luật gia kinh tế,,Độc lập,"cafef,vietstock",1.0,True,2026-03-05T00:43:47.326077
a115114f,MBB,HOSE,Nguyễn Minh Châu,nguyen minh chau,Phó Tổng GĐ,Ban GĐ,53.0,1973,ThS Tài chính Ngân hàng,"2,526,736",2009,"cafef,vietstock",1.0,True,2026-03-05T00:43:47.326077
f249d8ab,MBB,HOSE,Phạm Thị Trung Hà,pham thi trung ha,Phó Tổng GĐ,Ban GĐ,51.0,1975,ThS Kinh tế,"4,119,874",1997,"cafef,vietstock",1.0,True,2026-03-05T00:43:47.326077
b1775f39,MBB,HOSE,Trần Minh Đạt,tran minh dat,Phó Tổng GĐ,Ban GĐ,58.0,1968,ThS Kinh tế,"5,769,717",2008,"cafef,vietstock",1.0,True,2026-03-05T00:43:47.326077
0efe7054,MBB,HOSE,Hà Trọng Khiêm,ha trong khiem,Phó Tổng GĐ,Ban GĐ,53.0,1973,ThS QTKD,"1,151,443",1996,"cafef,vietstock",1.0,True,2026-03-05T00:43:47.326077
597085af,MBB,HOSE,Lê Quốc Minh,le quoc minh,Phó Tổng GĐ,Ban GĐ,47.0,1979,ThS Kinh tế/ThS QTKD,"3,244,072",2006,"cafef,vietstock",1.0,True,2026-03-05T00:43:47.326077
f9b585d9,MBB,HOSE,Nguyễn Xuân Học,nguyen xuan hoc,Phó Tổng GĐ,Ban GĐ,46.0,1980,ThS QTKD/CN Toán-Tin,"1,383,687",N/A,"cafef,vietstock",1.0,True,2026-03-05T00:43:47.326077
5910898f,MBB,HOSE,Nguyễn Thị Thanh Nga,nguyen thi thanh nga,Giám đốc Tài chính,Ban GĐ,45.0,1981,ThS Quản lý K.Tế,"3,288,336",N/A,"cafef,vietstock",1.0,True,2026-03-05T00:43:47.326077
b8222742,MBB,HOSE,Đặng Thúy Dung,dang thuy dung,Phó Giám đốc Khối Tài chính,Ban GĐ,53.0,1973,ThS TCKT,"466,230",2023,"cafef,vietstock",1.0,True,2026-03-05T00:43:47.326077
9201cbb4,MBB,HOSE,Trần Thị Bảo Quế,tran thi bao que,Thành viên Ban Điều Hành,Khác,49.0,1977,ThS Kinh tế,"3,576,185",2024,"cafef,vietstock",1.0,True,2026-03-05T00:43:47.326077
93b105de,MBB,HOSE,Vũ Hồng Phú,vu hong phu,Thành viên Ban Điều Hành,Khác,43.0,1983,ThS Tài chính Ngân hàng,"952,849",N/A,"cafef,vietstock",1.0,True,2026-03-05T00:43:47.326077
4ea07501,MBB,HOSE,Nguyễn Thị Ngọc,nguyen thi ngoc,Thành viên Ban Điều Hành,Khác,50.0,1976,CN Luật/ThS QTKD,"21,591,019",2024,"cafef,vietstock",1.0,True,2026-03-05T00:43:47.326077
48d65b72,MBB,HOSE,Nguyễn Thị Thủy,nguyen thi thuy,Thành viên Ban Điều Hành,Khác,52.0,1974,ThS QTKD,"760,002",2024,"cafef,vietstock",1.0,True,2026-03-05T00:43:47.326077
27e039bf,MBB,HOSE,Lê Thị Lợi,le thi loi,Trưởng BKS,BKS,56.0,1970,T.S Tài chính - Ngân hàng,"4,448,524",1994,"cafef,vietstock",1.0,True,2026-03-05T00:43:47.326077
872294b1,MBB,HOSE,Nguyễn Thị An Bình,nguyen thi an binh,Phó Trưởng BKS,BKS,54.0,1972,T.S Tài chính - Ngân hàng,"4,705,862",1994,"cafef,vietstock",1.0,True,2026-03-05T00:43:47.326077
b5083e4b,MBB,HOSE,Đỗ Thị Tuyết Mai,do thi tuyet mai,Thành viên BKS,BKS,50.0,1976,ThS QTKD/CN Kinh tế,"761,587",2009,"cafef,vietstock",1.0,True,2026-03-05T00:43:47.326077
33ec6878,MBB,HOSE,Nguyễn Thị Nguyệt Hà,nguyen thi nguyet ha,Thành viên BKS,BKS,50.0,1976,CN Kế toán/ThS Tài chính Ngân hàng,"373,309",2005,"cafef,vietstock",1.0,True,2026-03-05T00:43:47.326077
713850a1,MBB,HOSE,Đỗ Văn Tiến,do van tien,Thành viên BKS,BKS,56.0,1970,CN Tài Chính,"195,488",2007,"cafef,vietstock",1.0,True,2026-03-05T00:43:47.326077
b355c4a4,VPB,HOSE,Ngô Chí Dũng,ngo chi dung,Chủ tịch HĐQT,HĐQT,58.0,1968,T.S Kinh tế,"328,553,899",2010,"cafef,vietstock",1.0,True,2026-03-05T00:43:50.253359
c0a1a8a8,VPB,HOSE,Lô Bằng Giang,lo bang giang,Phó Chủ tịch HĐQT,HĐQT,54.0,1972,ThS Kinh tế/CN Tài chính - Ngân hàng,"8,249,316",2010,"cafef,vietstock",1.0,True,2026-03-05T00:43:50.253359
4a4adad8,VPB,HOSE,Bùi Hải Quân,bui hai quan,Phó Chủ tịch HĐQT,HĐQT,58.0,1968,CN Kinh tế,"156,329,202",2008,"cafef,vietstock",1.0,True,2026-03-05T00:43:50.253359
8eed59f9,VPB,HOSE,Phạm Thị Nhung,pham thi nhung,Thành Viên HĐQT,HĐQT,46.0,1980,CN Kinh tế đối ngoại,"46,065,995",N/A,"cafef,vietstock",1.0,True,2026-03-05T00:43:50.253359
50730edf,VPB,HOSE,Takeshi Kimoto,takeshi kimoto,Thành Viên HĐQT,HĐQT,,,,,2024,"cafef,vietstock",1.0,True,2026-03-05T00:43:50.253359
cd8c9997,VPB,HOSE,Nguyễn Đức Vinh,nguyen duc vinh,Thành viên HĐQT,HĐQT,68.0,1958,ThS QTKD,"104,905,020",2013,"cafef,vietstock",1.0,True,2026-03-05T00:43:50.253359
75ff8866,VPB,HOSE,Daniel Ashton Carroll,daniel ashton carroll,Thành viên HĐQT độc lập,HĐQT,,,,,Độc lập,"cafef,vietstock",1.0,True,2026-03-05T00:43:50.253359
fad8b78d,VPB,HOSE,Lưu Thị Thảo,luu thi thao,Phó TGĐ Thường trực kiêm Giám đốc điều hành cao cấp,Ban GĐ,52.0,1974,CN Kế toán,"9,898,869",2011,"cafef,vietstock",1.0,True,2026-03-05T00:43:50.253359
87abc76a,VPB,HOSE,Kamijo Hiroki,kamijo hiroki,Phó Tổng GĐ,Ban GĐ,56.0,1970,Thạc sỹ,,2024,"cafef,vietstock",1.0,True,2026-03-05T00:43:50.253359
2a859b03,VPB,HOSE,Phùng Duy Khương,phung duy khuong,Phó Tổng Giám đốc thường trực phụ trách phía Nam - GĐ Khối Khách hàng Cá nhân,Ban GĐ,50.0,1976,ThS Kế toán,"1,282,486",N/A,"cafef,vietstock",1.0,True,2026-03-05T00:43:50.253359
140f1cea,VPB,HOSE,Đinh Văn Nho,dinh van nho,Phó Tổng Giám đốc - GĐ Khối Khách hàng Doanh nghiệp,Ban GĐ,49.0,1977,ThS QTKD,"1,628,107",2013,"cafef,vietstock",1.0,True,2026-03-05T00:43:50.253359
017e6977,VPB,HOSE,Dương Thị Thu Thủy,duong thi thu thuy,Phó Tổng Giám đốc - GĐ Khối Khách hàng Doanh nghiệp lớn & Đầu tư,Ban GĐ,61.0,1965,ThS QTKD,"2,159,477",2002,"cafef,vietstock",1.0,True,2026-03-05T00:43:50.253359
ed1a473e,VPB,HOSE,Nguyễn Thanh Bình,nguyen thanh binh,Phó Tổng Giám đốc - GĐ Khối Tín dụng,Ban GĐ,60.0,1966,CN Tài Chính,"8,543,222",2002,"cafef,vietstock",1.0,True,2026-03-05T00:43:50.253359
0600b698,VPB,HOSE,Lê Hoàng Khánh An,le hoang khanh an,Giám đốc khối Tài chính,Ban GĐ,,,,"348,092",N/A,"cafef,vietstock",1.0,True,2026-03-05T00:43:50.253359
bc4534e5,VPB,HOSE,Vũ Hồng Cao,vu hong cao,Thành viên BKS,BKS,57.0,1969,CN Tài chính - Ngân hàng,"378,855",N/A,"cafef,vietstock",1.0,True,2026-03-05T00:43:50.253359
bcee94ea,VPB,HOSE,Nguyễn Thị Bích Hợi,nguyen thi bich hoi,Thành viên BKS,BKS,,,Thạc sỹ,"12,700",N/A,"cafef,vietstock",1.0,True,2026-03-05T00:43:50.253359
b4b5c6de,VPB,HOSE,Bùi Minh Ngọc,bui minh ngoc,Thành viên BKS,BKS,,,Đại học,"20,543",N/A,"cafef,vietstock",1.0,True,2026-03-05T00:43:50.253359
8153f255,VPB,HOSE,Yasunori Takahashi,yasunori takahashi,Thành viên BKS,BKS,,,Đại học,,2025,"cafef,vietstock",1.0,True,2026-03-05T00:43:50.253359
3d433cf8,FPT,HOSE,Trương Gia Bình,truong gia binh,Thành viênHội đồng sáng lập,HĐQT,70.0,1956,Phó giáo sư,"117,347,966",1988,"cafef,vietstock",1.0,True,2026-03-05T00:43:52.850495
b0c5f9d9,FPT,HOSE,Bùi Quang Ngọc,bui quang ngoc,Thành viênHội đồng sáng lập,HĐQT,70.0,1956,T.S Toán học,"25,255,715",1988,"cafef,vietstock",1.0,True,2026-03-05T00:43:52.850495
0c565d3c,FPT,HOSE,Đỗ Cao Bảo,do cao bao,Thành viênHội đồng sáng lập,HĐQT,69.0,1957,CN Toán học,"15,868,500",1994,"cafef,vietstock",1.0,True,2026-03-05T00:43:52.850495
17db2ca0,FPT,HOSE,Hiroshi Yokotsuka,hiroshi yokotsuka,Thành viên HĐQT,HĐQT,75.0,1951,,,Độc lập,"cafef,vietstock",1.0,True,2026-03-05T00:43:52.850495
544ee3b1,FPT,HOSE,Hampapur Rangadore Binod,hampapur rangadore binod,Thành viên HĐQT,HĐQT,64.0,1962,Kỹ sư,,Độc lập,"cafef,vietstock",1.0,True,2026-03-05T00:43:52.850495
88a7db71,FPT,HOSE,Trần Thị Hồng Lĩnh,tran thi hong linh,Thành viên HĐQT,HĐQT,47.0,1979,,"83,987,511",2022,"cafef,vietstock",1.0,True,2026-03-05T00:43:52.850495
000df8d5,FPT,HOSE,Nguyễn Thế Phương,nguyen the phuong,Phụ trách quản trị,Ban GĐ,49.0,1977,CN Kinh tế,"6,103,794",2000,"cafef,vietstock",1.0,True,2026-03-05T00:43:52.850495
52e3aafb,FPT,HOSE,Nguyễn Văn Khoa,nguyen van khoa,Tổng Giám đốc,Ban GĐ,49.0,1977,CN Kinh tế,"5,414,610",2019,"cafef,vietstock",1.0,True,2026-03-05T00:43:52.850495
8f863959,FPT,HOSE,Phạm Minh Tuấn,pham minh tuan,Phó Tổng GĐ,Ban GĐ,52.0,1974,ĐH Bách khoa,"2,957,848",2024,"cafef,vietstock",1.0,True,2026-03-05T00:43:52.850495
eb2ec581,FPT,HOSE,Hoàng Hữu Chiến,hoang huu chien,Kế toán trưởng,Ban GĐ,51.0,1975,ThS QTKD/CN Kế toán,"938,707",2010,"cafef,vietstock",1.0,True,2026-03-05T00:43:52.850495
ae660d3d,FPT,HOSE,Nguyễn Việt Thắng,nguyen viet thang,Trưởng BKS,BKS,58.0,1968,T.S Kinh tế,"156,451",1992,"cafef,vietstock",1.0,True,2026-03-05T00:43:52.850495
64b6483c,FPT,HOSE,Dương Thùy Dương,duong thuy duong,Thành viên BKS,BKS,33.0,1993,,,2022,"cafef,vietstock",1.0,True,2026-03-05T00:43:52.850495
0d240c36,FPT,HOSE,Nguyễn Khải Hoàn,nguyen khai hoan,Thành viên BKS,BKS,51.0,1975,T.S Kinh tế,"2,807,004",2017,"cafef,vietstock",1.0,True,2026-03-05T00:43:52.850495
f9e63d67,MSN,HOSE,Nguyễn Đăng Quang,nguyen dang quang,Chủ tịch HĐQT,HĐQT,63.0,1963,ThS QTKD/T.S KHKT,18,2004,"cafef,vietstock",1.0,True,2026-03-05T00:43:54.913501
8487790b,MSN,HOSE,Nguyễn Hoàng Yến,nguyen hoang yen,Thành viên HĐQT,HĐQT,63.0,1963,Cử nhân,"50,898,280",2004,"cafef,vietstock",1.0,True,2026-03-05T00:43:54.913501
37e8f56a,MSN,HOSE,Nguyễn Thiều Nam,nguyen thieu nam,Thành viên HĐQT,HĐQT,56.0,1970,CN Thương mại,"756,785",2004,"cafef,vietstock",1.0,True,2026-03-05T00:43:54.913501
934ee4e3,MSN,HOSE,Nguyễn Đoan Hùng,nguyen doan hung,Thành viên HĐQT,HĐQT,73.0,1953,ThS Tài chính/CN Tiếng Anh,,Độc lập,"cafef,vietstock",1.0,True,2026-03-05T00:43:54.913501
8d0a0fde,MSN,HOSE,David Tan Wei Ming,david tan wei ming,Thành viên HĐQT,HĐQT,46.0,1980,CN Khoa học,,Độc lập,"cafef,vietstock",1.0,True,2026-03-05T00:43:54.913501
33c93302,MSN,HOSE,Nguyễn Thị Thu Hà,nguyen thi thu ha,Thành viên HĐQT,HĐQT,52.0,1974,CN Ngoại ngữ/CN Luật/CN Kinh tế,,N/A,"cafef,vietstock",1.0,True,2026-03-05T00:43:54.913501
4c61adb0,MSN,HOSE,Danny Le,danny le,Tổng Giám đốc,Ban GĐ,42.0,1984,Cử nhân,"3,950,855",2020,"cafef,vietstock",1.0,True,2026-03-05T00:43:54.913501
d875432d,MSN,HOSE,Michael Hung Nguyen,michael hung nguyen,Phó Tổng GĐ,Ban GĐ,44.0,1982,Cử nhân,"3,498,807",N/A,"cafef,vietstock",1.0,True,2026-03-05T00:43:54.913501
14780cfb,MSN,HOSE,Đoàn Thị Mỹ Duyên,doan thi my duyen,Giám đốc Tài chính,Ban GĐ,41.0,1985,ThS TCKT,"711,206",2012,"cafef,vietstock",1.0,True,2026-03-05T00:43:54.913501
1d6ddc8f,MSN,HOSE,Nguyễn Huy Hùng,nguyen huy hung,Kế toán trưởng,Ban GĐ,40.0,1986,CN Kế toán-Kiểm toán,"176,584",2021,"cafef,vietstock",1.0,True,2026-03-05T00:43:54.913501
4f5a782f,VRE,HOSE,Nguyễn Hoài Nam,nguyen hoai nam,Thành Viên HĐQT,HĐQT,56.0,1970,CN QTKD/ThS QTKD,,2024,"cafef,vietstock",1.0,True,2026-03-05T00:43:57.294571
d234ffad,VRE,HOSE,Trần Mai Hoa,tran mai hoa,Thành viên HĐQT,HĐQT,52.0,1974,CN Kế toán/ĐH Ngoại ngữ,,2014,"cafef,vietstock",1.0,True,2026-03-05T00:43:57.294571
0ba29e81,VRE,HOSE,Nguyễn Thế Anh,nguyen the anh,Thành viên HĐQT,HĐQT,51.0,1975,ThS Kinh tế,,N/A,"cafef,vietstock",1.0,True,2026-03-05T00:43:57.294571
c753f800,VRE,HOSE,Sanjay Vinayak,sanjay vinayak,Thành viên HĐQT độc lập,HĐQT,57.0,1969,,,Độc lập,"cafef,vietstock",1.0,True,2026-03-05T00:43:57.294571
03ce198b,VRE,HOSE,"Fong, Ming Huang Ernest","fong, ming huang ernest",Thành viên HĐQT độc lập,HĐQT,,,,,Độc lập,"cafef,vietstock",1.0,True,2026-03-05T00:43:57.294571
b5993c2a,VRE,HOSE,Phạm Thị Thu Hiền,pham thi thu hien,Tổng Giám đốc,Ban GĐ,49.0,1977,CN Tài chính - Ngân hàng/ThS QTDN,61,N/A,"cafef,vietstock",1.0,True,2026-03-05T00:43:57.294571
612b6c5f,VRE,HOSE,Nguyễn Duy Khánh,nguyen duy khanh,Phó TGĐ Vận hành,Ban GĐ,35.0,1991,CN Luật/ThS Luật H.hải QT/CN QTKD Thương mại,,N/A,"cafef,vietstock",1.0,True,2026-03-05T00:43:57.294571
57f16035,VRE,HOSE,Phạm Thị Ngọc Hà,pham thi ngoc ha,Giám đốc Tài chính,Ban GĐ,43.0,1983,ThS QTKD/CN Kế toán-Kiểm toán,,N/A,"cafef,vietstock",1.0,True,2026-03-05T00:43:57.294571
19efdbf2,VRE,HOSE,Nguyễn Thị Lan Hương,nguyen thi lan huong,Kế toán trưởng,Ban GĐ,38.0,1988,CN Kế toán,,N/A,"cafef,vietstock",1.0,True,2026-03-05T00:43:57.294571
ad580b86,VRE,HOSE,Nguyễn Thành Trung,nguyen thanh trung,Trưởng BKS,BKS,33.0,1993,CN Luật/CN Kinh tế đối ngoại,,2024,"cafef,vietstock",1.0,True,2026-03-05T00:43:57.294571
4b987487,VRE,HOSE,Nguyễn Hoàng Mây,nguyen hoang may,Thành viên BKS,BKS,37.0,1989,CN Kinh tế,,2015,"cafef,vietstock",1.0,True,2026-03-05T00:43:57.294571
ca616451,VRE,HOSE,Nguyễn Việt Hà Lan,nguyen viet ha lan,Thành viên BKS,BKS,32.0,1994,CN Kế toán,,2024,"cafef,vietstock",1.0,True,2026-03-05T00:43:57.294571
5de06bc2,GAS,HOSE,Nguyễn Thanh Bình,nguyen thanh binh,Chủ tịch HĐQT,HĐQT,49.0,1977,CN QTKD/ThS Kinh doanh quốc tế,"837,787,390",2019,"cafef,vietstock",1.0,True,2026-03-05T00:44:00.655882
6825d272,GAS,HOSE,Trần Nhật Huy,tran nhat huy,Thành Viên HĐQT,HĐQT,47.0,1979,Thạc sỹ/KS Công nghệ,"234,277,192",N/A,"cafef,vietstock",1.0,True,2026-03-05T00:44:00.655882
feaf6632,GAS,HOSE,Trịnh Văn Khiêm,trinh van khiem,Thành Viên HĐQT,HĐQT,53.0,1973,CN QTKD,,2025,"cafef,vietstock",1.0,True,2026-03-05T00:44:00.655882
edbd37a6,GAS,HOSE,Triệu Quốc Tuấn,trieu quoc tuan,Thành viên HĐQT,HĐQT,54.0,1972,KS Xây dựng/Thạc sỹ/KS Kinh tế,"234,267,292",2021,"cafef,vietstock",1.0,True,2026-03-05T00:44:00.655882
30cbee09,GAS,HOSE,Phạm Văn Phong,pham van phong,Thành viên HĐQT,HĐQT,49.0,1977,T.S Kỹ thuật,"702,801,876",2021,"cafef,vietstock",1.0,True,2026-03-05T00:44:00.655882
31668731,GAS,HOSE,Đỗ Đông Nguyên,do dong nguyen,Thành viên HĐQT độc lập,HĐQT,51.0,1975,Kỹ sư/Thạc sỹ,,Độc lập,"cafef,vietstock",1.0,True,2026-03-05T00:44:00.655882
883be6ac,GAS,HOSE,Nguyễn Thanh Hào,nguyen thanh hao,Thành viên HĐQT độc lập,HĐQT,47.0,1979,ThS QTKD/CN Kinh tế,,Độc lập,"cafef,vietstock",1.0,True,2026-03-05T00:44:00.655882
2da1ab88,GAS,HOSE,Nguyễn Minh Tuấn,nguyen minh tuan,Phó Tổng GĐ,Ban GĐ,52.0,1974,CN QTKD/KS Công nghệ,"5,000",2025,"cafef,vietstock",1.0,True,2026-03-05T00:44:00.655882
f7161d29,GAS,HOSE,Huỳnh Quang Hải,huynh quang hai,Phó Tổng GĐ,Ban GĐ,52.0,1974,KS Hóa chất,,2020,"cafef,vietstock",1.0,True,2026-03-05T00:44:00.655882
8b7f40d7,GAS,HOSE,Nguyễn Công Luận,nguyen cong luan,Phó Tổng GĐ,Ban GĐ,46.0,1980,T.S QTKD,12,2019,"cafef,vietstock",1.0,True,2026-03-05T00:44:00.655882
4a4bea6f,GAS,HOSE,Nguyễn Phúc Tuệ,nguyen phuc tue,Phó Tổng GĐ,Ban GĐ,45.0,1981,ThS Kỹ thuật,,N/A,"cafef,vietstock",1.0,True,2026-03-05T00:44:00.655882
637229df,GAS,HOSE,Nguyễn Anh Tuấn,nguyen anh tuan,Phụ trách Kế toán,Ban GĐ,51.0,1975,CN Tài Chính,,2024,"cafef,vietstock",1.0,True,2026-03-05T00:44:00.655882
516166f4,GAS,HOSE,Trịnh Văn Minh,trinh van minh,Trưởng BKS,BKS,54.0,1972,ThS QTKD/CN Kinh tế,,2025,"cafef,vietstock",1.0,True,2026-03-05T00:44:00.655882
2ad8c47a,GAS,HOSE,Nguyễn Thị Kim Yến,nguyen thi kim yen,Thành viên BKS,BKS,54.0,1972,CN Kinh tế,,2021,"cafef,vietstock",1.0,True,2026-03-05T00:44:00.655882
c3339754,GAS,HOSE,Nguyễn Công Minh,nguyen cong minh,Thành viên BKS,BKS,58.0,1968,CN KTTC,,2011,"cafef,vietstock",1.0,True,2026-03-05T00:44:00.655882
5bbb42bc,PLX,HOSE,Phạm Văn Thanh,pham van thanh,Chủ tịch HĐQT,HĐQT,54.0,1972,Cao cấp C.trị/CN Kế toán/CN Anh văn/T.S QTKD,,2018,"cafef,vietstock",1.0,True,2026-03-05T00:44:06.229455
12119b21,PLX,HOSE,Lưu Văn Tuyển,luu van tuyen,Thành viên HĐQT,HĐQT,57.0,1969,ThS Kinh tế/CN Kế toán-Kiểm toán,,N/A,"cafef,vietstock",1.0,True,2026-03-05T00:44:06.229455
c60b7162,PLX,HOSE,Trần Tuấn Linh,tran tuan linh,Thành viên HĐQT,HĐQT,,,Thạc sỹ,,N/A,"cafef,vietstock",1.0,True,2026-03-05T00:44:06.229455
7301a3a2,PLX,HOSE,Trần Ngọc Năm,tran ngoc nam,Thành viên HĐQT,HĐQT,61.0,1965,CN Kinh tế/Cao cấp C.trị/CN Anh văn,"5,000",2003,"cafef,vietstock",1.0,True,2026-03-05T00:44:06.229455
af5144f3,PLX,HOSE,Nguyễn Anh Dũng,nguyen anh dung,Thành viên HĐQT,HĐQT,55.0,1971,T.S K.Tế,"11,100",1993,"cafef,vietstock",1.0,True,2026-03-05T00:44:06.229455
b728f926,PLX,HOSE,Đinh Thái Hương,dinh thai huong,Thành viên HĐQT độc lập,HĐQT,66.0,,,"32,800",Độc lập,"cafef,vietstock",1.0,True,2026-03-05T00:44:06.229455
